Raman Shift,Rover_Sol_001,Rover_Sol_002,Rover_Sol_003,Rover_Sol_004,Rover_Sol_005,Rover_Sol_006,Rover_Sol_007,Rover_Sol_008,Rover_Sol_009,Rover_Sol_010
775.0,5980.47,901.39,647.59,1694.88,3677.28,5027.84,12229.66,3579.65,411.35,788.62
777.5,7197.43,855.57,954.74,1480.32,4337.12,5756.46,13039.97,1842.39,769.31,329.97
780.0,7944.61,486.99,793.59,1593.58,5483.34,6911.34,15321.82,2532.24,786.71,552.79
782.5,9170.37,1214.87,1048.08,1893.12,6262.16,7758.18,15687.29,3016.39,788.88,462.94
785.0,9786.11,401.16,1084.95,2602.23,7362.13,8171.26,17623.63,2565.34,991.31,548.45
787.5,10050.64,1625.27,1624.13,2690.2,8628.78,9244.7,18408.31,3152.15,1065.63,721.21
790.0,11417.33,1258.48,2268.23,2814.93,9810.65,10092.27,19296.01,2668.23,667.13,591.98
792.5,11977.3,2228.04,3165.9,4295.13,11416.4,10830.34,20869.26,2728.8,832.94,730.09
795.0,12990.04,2773.62,3763.62,4955.93,12954.59,11666.09,21482.66,2572.89,733.24,441.64
797.5,14319.33,3916.2,4835.65,5309.89,14093.23,11985.72,22549.51,2476.49,611.05,432.4
800.0,14685.89,4266.74,5626.52,5502.01,15050.42,13116.67,22242.35,2463.77,776.64,588.11
802.5,14787.07,4880.43,6613.24,6270.03,15707.56,13143.05,22678.74,2767.12,853.18,616.82
805.0,15043.0,5617.07,7019.89,5959.26,16407.65,12934.91,22143.75,2371.01,777.99,651.42
807.5,25651.56,6670.06,7820.99,6104.04,16727.49,13267.02,22081.02,3015.21,588.74,617.31
810.0,15203.08,6622.76,7494.2,6004.69,16518.02,13179.05,23212.08,2898.49,669.17,1086.5
812.5,15227.25,6205.88,7253.21,6162.28,16034.1,13278.71,22869.1,3061.49,677.75,1028.24
815.0,15220.38,5849.84,6698.35,5274.56,15155.18,12335.84,21601.15,2220.92,618.52,1574.54
817.5,15022.62,4785.95,6539.31,4665.08,14414.24,12265.99,20659.33,2002.08,838.3,1716.58
820.0,14281.31,4666.08,5466.07,4830.27,12658.27,11438.61,20222.54,2633.08,882.18,2305.87
822.5,12731.85,3173.94,4421.4,3708.38,11884.86,11207.36,20051.05,3716.95,1029.25,2931.28
825.0,12701.67,3259.16,3875.43,3159.87,10875.56,10399.31,19033.11,3099.07,792.05,3528.11
827.5,11768.7,2430.26,3161.24,2473.57,8985.05,9273.6,18903.1,2410.44,1004.29,4724.16
830.0,10956.49,2679.22,2973.63,2053.39,7989.64,8329.55,18557.99,2771.91,1664.33,6183.79
832.5,10372.84,1184.41,2345.98,1311.55,7031.79,7773.09,18267.82,2879.62,1816.94,7338.34
835.0,8353.11,1271.22,2812.23,2239.82,6234.22,6783.98,18363.74,2087.12,2547.92,9047.27
837.5,7865.13,1742.49,3421.28,2100.62,6047.73,6628.17,18900.09,3107.93,3495.89,10775.09
840.0,7327.58,1456.54,4184.74,2050.18,5933.2,5440.25,18818.03,2524.74,5015.03,12575.56
842.5,5854.37,792.38,5945.53,2331.41,6249.57,4659.62,19806.17,2546.8,6566.54,14447.65
845.0,5978.28,1070.3,7193.75,2980.12,7083.49,4076.91,19993.24,2582.83,8240.66,16340.32
847.5,4946.53,988.3,8787.04,2671.03,8015.07,3341.67,20719.71,2996.19,9685.59,18061.6
850.0,4452.83,1077.35,10244.92,3455.73,9705.47,3460.29,21614.21,2276.24,10891.6,19173.22
852.5,3475.61,757.66,10602.16,3740.14,10502.46,2659.51,21369.29,1911.73,12266.85,20540.57
855.0,3393.89,959.27,10804.61,5090.66,11570.59,2947.26,21900.43,2665.67,12318.93,21189.34
857.5,3049.24,469.11,10496.34,5101.54,11996.41,1943.15,20846.71,1770.05,11650.27,21428.12
860.0,2448.63,1038.98,9701.3,4263.66,12384.35,2177.91,21010.36,2415.85,10950.38,21502.16
862.5,2152.57,1145.3,8146.88,4491.22,12307.07,8249.99,20633.36,2965.99,9146.23,20540.97
865.0,1918.95,927.27,6639.09,4783.6,11109.4,1168.82,20527.96,2729.74,7839.07,19386.67
867.5,1387.49,477.12,5413.3,4374.54,9753.69,2371.49,18132.83,2895.14,6220.25,18339.42
870.0,1438.74,1331.83,3981.06,3691.7,8595.57,1533.22,17645.64,2728.28,4353.19,16340.87
872.5,1311.44,1131.65,2525.69,4284.97,7241.16,1655.53,16931.62,3391.12,3465.07,14447.02
875.0,1370.66,779.42,1845.17,3265.58,5576.04,1751.61,14789.91,2257.36,2656.78,13009.33
877.5,1476.08,930.14,1709.43,2850.24,4237.45,1774.41,13660.93,2618.44,2423.93,11024.05
880.0,813.85,537.96,1180.41,2052.63,2975.53,1617.63,12573.95,2295.62,1501.93,9296.59
882.5,1044.97,702.69,786.52,2161.38,2528.0,1835.85,11337.54,2809.71,1736.74,7522.53
885.0,1485.03,875.99,761.02,1524.46,2002.08,1684.65,10792.46,2418.3,1457.34,5928.81
887.5,8452.03,1474.7,7216.48,1346.94,1274.45,2075.49,9516.56,3076.76,1292.05,4718.77
890.0,768.32,897.11,816.35,1488.65,1469.64,1695.41,9151.64,2223.19,1612.17,3829.22
892.5,1057.57,1366.43,482.3,659.28,1279.69,2156.13,8062.6,2940.51,1804.39,2837.82
895.0,1238.09,1058.66,561.73,1643.2,1258.6,1837.39,7649.27,2625.32,1829.52,2434.74
897.5,987.97,1431.09,737.53,1143.62,1140.43,1008.9,7758.16,2380.69,2327.06,1822.47
900.0,1371.77,1471.51,684.33,1478.32,1133.93,2409.84,7533.18,2586.33,2734.41,1570.72
902.5,1231.99,2040.38,793.91,700.78,1109.91,1441.39,8410.21,2470.71,2935.86,1328.22
905.0,1230.29,1906.29,520.17,746.27,1164.78,2121.48,8534.86,2496.01,3159.94,1224.53
907.5,1157.51,2002.24,772.42,669.93,785.1,1705.38,9001.58,2274.56,3621.14,1186.17
910.0,1713.11,2627.44,892.86,1135.02,860.34,2083.25,10100.91,2078.6,4060.79,1073.13
912.5,1057.27,3610.3,806.19,1086.15,1027.67,1607.36,10266.99,2205.69,4530.4,1248.94
915.0,730.89,4229.52,760.57,931.39,1215.71,2109.05,11769.77,1689.54,5128.75,1425.46
917.5,2206.32,5769.83,734.47,779.51,1456.38,1951.94,12157.27,2626.5,5424.2,1257.51
920.0,2367.64,6607.03,633.63,736.92,1698.27,2674.86,13582.71,1837.1,5573.01,2088.18
922.5,3799.24,8750.57,771.5,1189.79,2162.55,2510.48,13826.47,2209.03,6172.16,2467.24
925.0,6005.71,8662.92,1006.74,1134.03,2602.91,2908.09,14941.29,2524.66,6761.97,3118.44
927.5,7535.63,10533.08,835.48,1172.3,2792.4,2242.77,15441.17,2588.42,7416.36,3561.6
930.0,10286.78,11240.95,779.4,2045.88,3424.39,3266.93,16206.28,1601.5,7974.84,4617.11
932.5,12624.62,12426.46,934.35,1709.97,3640.69,3880.37,16425.69,2229.36,8656.14,5584.04
935.0,14545.15,13380.47,1175.88,2398.51,3950.17,4375.77,16118.83,2437.05,9059.56,7163.24
937.5,15403.02,13036.69,1274.02,2123.91,4043.41,5266.5,17312.01,2290.98,9997.77,8325.79
940.0,14601.55,14021.57,1660.94,2758.13,3342.1,5628.88,17071.57,2791.32,10589.72,10114.82
942.5,12602.53,14391.81,9470.61,3115.3,3936.11,6659.82,17517.2,2006.44,12094.05,12265.86
945.0,9561.42,13145.33,2475.24,3110.3,3413.27,8044.47,17652.59,1589.8,13193.47,14193.72
947.5,6680.58,12644.58,3067.88,4726.06,3109.2,8125.35,17420.07,2727.16,14936.71,16420.62
950.0,5111.54,11966.26,3595.88,4878.67,3558.31,10310.23,17874.54,2312.52,17228.73,19108.34
952.5,3258.21,10530.1,3959.46,5874.01,3576.05,11429.7,19229.2,1976.89,18631.91,21590.68
955.0,2408.21,9307.44,4668.7,6124.34,4276.43,12761.79,19992.29,2736.83,20405.77,24052.15
957.5,1818.67,7706.84,5505.39,7058.78,5057.23,14750.48,21849.72,3459.17,22642.84,26528.95
960.0,1305.62,7726.12,6113.86,7554.47,6405.7,16689.57,23068.34,2769.24,24448.42,28712.55
962.5,1324.54,6722.95,6584.03,8916.31,7247.1,18327.23,25167.8,4410.23,26225.75,30906.11
965.0,1099.36,5908.89,7133.22,9223.05,8341.1,19665.23,26440.48,3553.13,28445.84,32806.2
967.5,1161.72,6052.86,7396.48,9756.86,9423.56,21668.75,27458.7,4271.5,29702.82,34639.72
970.0,790.52,5934.56,7438.32,10488.44,10080.24,23316.99,27643.39,4183.13,30742.97,35937.9
972.5,942.73,6449.91,7364.26,10719.26,10540.79,24620.42,27491.26,5079.36,31488.38,37045.03
975.0,1053.38,7719.65,7277.36,10778.96,19455.07,25983.62,26627.12,5451.01,32086.86,37981.35
977.5,1237.33,8360.35,6645.92,10158.51,11549.3,27515.83,24199.05,5390.64,32723.48,38539.6
980.0,881.47,10710.52,6399.1,10411.97,11368.51,29473.58,21839.09,7472.03,32562.11,38596.83
982.5,1151.19,11625.37,5370.11,10285.62,11394.63,30707.58,18741.93,6714.2,31802.74,38741.96
985.0,920.94,13522.21,4602.14,10811.5,11364.45,31940.46,15757.5,7245.74,32442.42,38050.67
987.5,965.48,15751.31,3969.69,10612.11,11389.69,33339.9,13465.53,8386.36,31557.86,37381.69
990.0,1244.7,16424.77,3383.32,10125.47,10873.88,35769.66,10727.61,9362.15,30975.11,37123.88
992.5,416.48,16477.86,2861.37,10581.99,10640.44,36987.47,8192.44,9814.19,30388.87,36076.41
995.0,622.16,15997.46,2654.35,10254.82,10235.41,38837.36,6559.21,9655.13,29462.66,35192.2
997.5,568.66,15568.68,1829.59,10819.78,10266.45,40511.24,4968.35,10824.48,28602.7,33840.72
1000.0,319.62,14944.5,1807.83,10347.1,10672.93,40778.61,4258.66,10499.84,27390.53,32698.06
1002.5,807.09,14022.55,1495.77,11003.33,11427.9,41760.62,3816.08,11727.28,26147.78,31147.92
1005.0,1227.76,13111.7,1071.68,10747.99,12665.7,41695.37,3603.84,10607.32,25221.6,29677.02
1007.5,925.25,12374.69,1337.36,10851.98,13485.94,41127.6,3304.84,10376.97,24140.95,27860.94
1010.0,1068.59,11683.52,1355.98,9915.33,13952.48,39898.91,2467.38,9798.93,22404.43,25944.29
1012.5,1332.33,10749.78,997.9,8727.92,14008.31,36866.84,3112.45,8846.27,20954.89,23988.87
1015.0,1404.71,10574.48,1124.61,8216.68,13525.88,34592.2,2656.66,7344.0,19816.32,21661.48
1017.5,997.4,10575.95,872.84,6500.99,11942.33,31383.81,2282.37,6788.05,18006.53,19011.0
1020.0,1419.55,9343.36,977.54,5634.85,9744.44,27359.0,3082.11,5388.37,16501.5,17083.51
1022.5,1054.82,9206.02,1385.99,5101.25,7512.28,23646.01,3096.5,4452.29,15019.87,14798.99
1025.0,790.09,8437.74,1222.05,3442.47,5781.09,20205.69,2636.39,3069.05,13638.2,12690.48
1027.5,873.42,8146.83,1217.87,3425.88,3916.51,16851.63,2771.72,3713.82,12011.51,10808.58
1030.0,630.1,7367.66,1550.8,2560.3,3026.85,14004.2,2768.99,2527.52,10938.2,9172.1
1032.5,828.19,7357.38,1595.85,2541.23,2618.05,11566.1,2972.48,3413.63,9941.04,7606.84
1035.0,1017.48,6432.5,1809.59,1926.41,1934.51,9181.17,2708.95,3611.31,8947.61,6524.43
1037.5,1404.86,5261.19,2255.48,2319.11,1605.27,8428.43,1945.03,3279.82,8278.62,5839.9
1040.0,1736.65,5381.24,2279.76,2208.88,1705.55,7632.34,3126.56,3849.22,7733.91,4897.94
1042.5,907.78,4447.07,2708.57,2778.83,1563.97,6964.54,2764.14,2823.74,7188.14,4441.32
1045.0,1536.98,4134.9,3339.73,2531.14,1450.21,6536.86,2175.01,4578.28,6777.61,4408.56
1047.5,1253.36,4151.78,4017.37,2557.34,1804.1,7493.27,1968.72,5899.68,6469.42,4254.85
1050.0,1870.4,3733.36,4699.06,3069.2,1941.62,8514.65,2508.84,6840.37,6448.74,4356.98
1052.5,1902.79,4164.76,5134.14,3111.71,1849.35,9389.66,2224.86,7219.75,6802.75,4935.54
1055.0,1655.23,3742.83,6201.38,4132.31,2013.22,11259.06,2466.57,8923.34,7309.59,5737.98
1057.5,2760.48,4065.4,6834.61,4693.26,2178.08,12837.43,2682.82,9596.31,7908.01,6183.94
1060.0,2646.65,4468.72,8210.32,5857.77,2644.47,15589.5,2355.51,12349.13,8559.28,7069.07
1062.5,3042.69,5041.97,8775.7,5469.32,3045.79,17705.51,2427.58,13227.52,9218.8,7746.77
1065.0,3292.46,6229.71,10214.98,6287.24,3563.31,19423.29,3424.04,16141.13,10247.49,9404.43
1067.5,3844.22,13500.58,10971.04,7011.12,4685.17,22245.59,3794.29,17926.15,11241.62,10831.14
1070.0,4601.89,7845.4,12426.76,8251.2,5260.49,24110.67,5037.58,18984.57,12090.71,12414.93
1072.5,4855.53,8694.48,13193.4,9472.33,6098.68,25960.26,5808.06,20881.87,12815.35,14432.39
1075.0,5421.41,8181.4,13844.63,10656.1,6939.78,26925.35,7772.1,21903.08,13493.51,16409.34
1077.5,5806.79,8956.28,14703.79,12418.19,7616.21,27550.89,9833.63,23085.51,14210.67,18153.15
1080.0,6409.83,8777.97,15541.93,13155.67,7959.66,27781.38,11459.73,23235.89,14836.33,20097.34
1082.5,6174.4,8934.58,16049.35,14659.46,8342.66,27545.73,12345.94,24197.94,15450.03,21565.99
1085.0,6015.95,8809.65,16151.98,14999.09,8281.25,26927.59,13102.48,23257.5,15785.95,22126.52
1087.5,6853.77,8321.21,16248.04,14707.37,8140.42,25775.94,13773.58,22710.59,15574.87,22168.95
1090.0,6448.54,7839.17,16235.89,13925.64,7655.65,24193.17,13518.34,22514.75,15726.03,21769.81
1092.5,6799.78,7569.37,15820.87,13709.31,6914.9,22493.77,12388.58,21326.62,15731.67,20854.99
1095.0,6443.22,6626.35,15101.14,11333.51,6054.07,20883.04,10536.59,20092.97,15323.62,19037.47
1097.5,6098.55,6735.59,14517.73,10368.91,5538.01,20275.65,9086.83,18140.67,15325.9,17620.6
1100.0,6014.95,5671.64,13890.36,8846.43,4813.04,18007.76,7782.54,17371.04,14984.69,15721.07
1102.5,6253.85,6511.12,13152.26,8712.83,4001.61,17187.04,5754.64,14971.98,14782.26,14349.76
1105.0,6077.42,5196.29,12258.48,7704.17,3928.33,17929.66,3814.13,13304.5,14923.95,13034.17
1107.5,5318.5,5255.59,11142.53,6706.44,3726.97,17035.18,3514.06,11748.35,15160.4,12262.65
1110.0,5245.29,4828.56,10084.49,6811.09,3847.76,16942.32,3509.56,10760.63,15311.63,12280.18
1112.5,5506.37,5947.03,9211.62,6636.62,3473.59,18544.7,1883.56,9667.67,15986.97,11970.62
1115.0,5044.82,5989.38,8114.27,6477.38,3667.46,19286.95,2121.72,9139.19,16852.67,12860.2
1117.5,5620.32,6027.87,7408.81,7165.25,3966.65,21446.26,1932.72,9296.4,17496.58,14043.61
1120.0,5880.37,5847.33,6634.25,7493.27,4715.71,22890.65,2061.95,8923.42,18252.62,15204.13
1122.5,6486.76,6740.37,6031.53,8044.95,5446.83,24706.96,2207.79,9998.35,19158.05,16479.65
1125.0,6796.44,6696.49,5890.99,8704.59,6197.06,27214.57,2760.47,12007.54,20121.02,18268.3
1127.5,7354.39,7924.62,5650.35,9702.18,7326.91,28626.55,2709.18,13380.77,20523.93,20233.73
1130.0,8113.24,8074.29,5699.5,10538.93,8187.18,30265.26,3611.58,14841.35,20993.0,22271.25
1132.5,9397.25,8175.07,5863.71,11400.05,9753.28,31310.93,3753.86,15269.96,24602.29,24104.21
1135.0,10672.72,7646.25,6250.27,12061.27,10582.47,31915.45,4519.8,15401.88,20478.45,25545.53
1137.5,11853.46,8380.42,7017.2,13646.92,11628.82,32798.31,5487.81,13876.2,20058.82,27084.94
1140.0,13658.59,9142.64,7961.9,13493.98,12170.77,33269.1,6413.32,12846.49,19631.67,28337.77
1142.5,14546.69,9483.2,9410.38,14612.83,12825.12,33046.56,8778.68,10425.88,18297.18,29437.52
1145.0,15017.07,9566.64,10941.8,14902.23,13198.81,33624.19,11304.5,8997.97,17038.89,30548.73
1147.5,16388.74,8743.81,13094.15,16007.04,13407.62,33418.96,12875.77,6170.22,15943.34,30659.27
1150.0,17027.82,9359.31,15284.69,15469.44,13544.8,33366.54,15337.07,5305.9,14972.29,31061.06
1152.5,17767.11,9518.53,17217.69,15754.22,13699.51,33495.27,17496.7,3290.41,14233.75,31325.38
1155.0,18424.35,8493.22,19267.49,15807.41,13596.87,33352.28,20205.74,2734.46,13020.06,31808.65
1157.5,18867.13,8799.92,20698.51,16249.02,13632.12,32332.18,23267.21,2570.47,12319.44,31847.3
1160.0,18684.65,8575.96,21688.01,15598.09,13697.89,31394.72,26065.64,1920.29,11700.14,31807.78
1162.5,18975.61,7991.17,21922.97,15655.62,13534.23,29355.16,27929.26,985.71,11584.34,31930.85
1165.0,17990.36,7013.07,21981.11,14732.32,13348.87,26231.84,29158.09,8434.36,11035.95,31827.39
1167.5,17786.93,6978.6,21088.26,14979.39,13314.93,22977.29,29599.7,847.52,10985.59,31858.99
1170.0,17823.63,6397.46,19746.38,14057.77,13026.01,19157.31,29501.43,741.53,10715.82,31959.02
1172.5,16243.39,5846.61,18483.59,12917.64,12544.94,15793.95,28072.83,1404.01,10872.27,31179.26
1175.0,15588.57,5092.23,16595.2,12818.59,11700.41,12569.0,25884.97,1559.96,10364.94,30440.13
1177.5,14089.45,4523.34,15591.89,11016.58,11149.2,9796.63,23371.48,1508.13,10251.4,29502.17
1180.0,13067.74,4074.94,13700.76,10623.24,10509.08,7312.51,20714.17,1563.32,9564.18,28332.83
1182.5,11687.9,3695.0,12530.47,9040.65,9885.57,6851.27,17332.43,1327.73,9481.95,27390.62
1185.0,10466.04,2966.73,11315.21,8710.66,8965.65,5250.97,13738.49,1224.85,8801.56,25926.41
1187.5,9130.37,2508.24,20924.03,7402.39,8337.39,4607.45,11392.79,920.2,8455.66,24134.54
1190.0,8384.07,2310.7,9571.9,5871.87,7599.16,4094.44,8882.06,1153.14,8416.43,34361.13
1192.5,6979.13,1352.18,8555.83,5032.54,6877.13,3770.55,6685.63,818.09,7678.94,20682.14
1195.0,6483.06,1892.93,8026.9,4759.95,6255.35,4225.79,5608.27,992.4,7001.09,18976.87
1197.5,5759.41,1544.86,7008.64,3816.43,5407.44,4060.15,4732.21,1338.58,7148.53,17104.52
1200.0,4799.77,1410.16,6278.63,3292.26,5231.48,3690.74,4129.6,1256.86,6045.4,15309.92
1202.5,3957.64,1600.0,5411.61,3311.15,4812.38,3469.99,4505.0,2446.74,6138.24,13592.63
1205.0,3619.27,565.69,4993.39,2305.4,4555.11,3666.42,3539.9,788.12,5500.21,12295.28
1207.5,2927.81,499.83,4357.04,2328.24,4818.53,3477.33,3736.03,1242.17,5706.67,11235.73
1210.0,2906.54,1192.86,3830.79,2455.79,5299.2,3383.83,4797.47,751.17,5637.72,10049.77
1212.5,1778.6,1071.93,3495.37,2353.23,5604.57,3542.81,5252.53,1136.08,6205.89,9488.0
1215.0,1965.5,1109.79,3942.98,2083.24,6449.73,3296.41,5831.66,1147.71,6607.18,8806.39
1217.5,1280.02,889.21,3739.16,2188.76,6970.99,3511.88,5981.14,1591.32,7122.21,8915.45
1220.0,1271.11,1247.78,4284.29,1967.37,8241.07,3496.76,6335.03,1102.19,8071.61,8884.54
1222.5,1993.16,1328.56,5722.9,2536.58,8953.22,3621.71,7136.59,1195.71,8567.48,8864.35
1225.0,1767.22,1176.73,7737.07,3414.64,10025.81,3240.6,7418.93,1102.73,9566.54,9343.83
1227.5,1228.1,929.18,10149.36,3757.89,10914.16,3656.56,8527.18,735.32,10497.24,9878.73
1230.0,951.65,322.03,12476.57,4345.57,12251.93,3152.47,8177.21,1013.13,10883.04,9832.1
1232.5,489.8,1259.51,14298.86,5162.55,12839.1,3257.77,8526.55,1111.4,11709.58,10030.16
1235.0,1179.38,1404.66,14893.0,4880.82,13409.85,3272.92,9606.12,1279.38,12402.0,10169.29
1237.5,2036.37,1213.34,14600.72,5526.78,14002.29,3105.68,8720.22,1458.44,12868.74,10278.42
1240.0,1445.09,712.5,12827.91,5859.96,13984.46,3761.75,8974.81,1157.88,13159.86,9376.83
1242.5,1149.18,1217.8,10547.36,5600.87,13667.65,3148.19,8897.98,1148.5,12791.24,8902.96
1245.0,1449.44,1276.35,7973.02,6158.3,12845.61,3242.73,8729.93,594.82,12467.25,8057.5
1247.5,855.55,1502.14,5653.61,5696.93,12042.6,3868.93,8289.38,1440.24,11848.74,7025.39
1250.0,1229.58,703.67,4241.31,5079.74,11009.57,3322.33,7901.08,974.13,11356.63,6220.04
1252.5,1349.95,913.58,2994.06,5068.19,9988.85,3476.88,7453.14,1513.01,10391.36,5235.23
1255.0,1299.9,1229.44,2337.48,3456.65,8917.34,3270.16,6748.64,1724.22,9437.91,4442.81
1257.5,1562.46,1001.48,1838.04,3402.65,7584.86,3918.03,6582.3,1157.64,8456.05,3545.86
1260.0,1436.62,615.01,1814.61,3021.97,6740.18,4021.5,6690.39,842.3,7547.08,3243.29
1262.5,1537.16,1113.38,1405.72,2163.92,5621.45,4122.67,5891.21,1218.49,6358.21,2963.43
1265.0,1144.16,1164.59,1866.24,2191.26,4637.8,4239.76,5079.08,1355.09,5399.83,2534.61
1267.5,1615.83,1001.77,1855.34,1442.68,4129.08,4330.83,4829.41,1107.25,4790.92,2518.44
1270.0,1836.36,1042.41,2053.07,1808.44,3746.76,4447.97,3812.58,1018.8,3474.34,2364.28
1272.5,1078.57,883.67,2173.31,1772.73,3425.27,4741.71,3710.01,1452.85,3337.27,2283.58
1275.0,1108.6,1449.13,2152.35,1415.05,3077.73,5877.07,3915.92,1450.11,2817.27,2300.2
1277.5,1767.66,669.07,2300.53,664.62,2802.66,6296.35,3993.77,1174.03,2962.97,2510.67
1280.0,1324.86,769.17,2691.51,928.2,2775.17,6540.03,3198.63,753.92,2552.23,2625.5
1282.5,1799.36,962.43,3207.44,1431.76,3004.2,7591.62,3481.57,1662.77,2569.35,3168.11
1285.0,1262.79,1243.86,3603.41,1289.46,3377.67,8434.99,4806.92,1390.05,2859.71,3672.63
1287.5,1826.14,464.73,3733.06,472.84,3506.32,9251.16,4627.85,2043.01,3127.95,4447.71
1290.0,1443.17,523.61,4332.33,1859.56,3916.7,10851.2,6053.91,2436.88,3698.99,4877.47
1292.5,1486.28,283.54,5023.57,1663.93,4364.52,11960.19,6519.92,2259.51,4500.66,5359.69
1295.0,1875.97,958.13,5867.29,1604.64,4919.75,13166.18,7836.18,3792.84,5298.91,6047.1
1297.5,1315.86,579.63,6656.09,2581.87,5665.33,14424.8,9187.41,4983.48,6360.99,7081.14
1300.0,1151.5,817.29,7763.73,2631.07,6549.12,15833.94,11415.97,6302.26,7479.94,8123.47
1302.5,1302.04,1157.02,9145.84,3510.75,7748.11,17612.14,13535.07,7611.07,8808.9,8859.33
1305.0,1572.53,728.92,10725.29,5101.67,8560.81,19031.54,14776.81,8515.34,10470.58,9863.58
1307.5,985.44,1012.1,12066.51,7211.88,9829.79,19991.75,17190.26,11534.23,11996.27,10586.2
1310.0,1638.5,836.5,13788.74,9140.69,11027.73,21506.92,19789.7,13007.14,13137.94,11481.42
1312.5,1298.69,1151.96,15441.72,10852.5,12653.32,22111.77,21432.97,14071.42,14867.7,11754.78
1315.0,1799.91,1085.48,16339.55,12850.54,14132.97,22896.78,23099.25,15638.91,16022.5,12750.02
1317.5,765.0,701.89,17447.37,14421.67,15448.16,22974.5,25120.66,17062.25,16954.88,12643.44
1320.0,1242.98,870.91,18150.19,14442.2,16295.59,22817.59,26232.71,17828.17,17413.25,13078.02
1322.5,984.24,1265.22,17948.89,14855.64,17066.12,22845.77,26286.75,17527.31,17698.55,12851.43
1325.0,1242.55,11587.12,17443.69,13399.98,17237.98,21887.5,26638.91,17742.87,17836.07,12626.78
1327.5,1563.6,463.36,16765.9,12183.16,17117.71,21669.07,25731.61,16171.9,16911.47,12179.9
1330.0,1443.69,1132.41,15207.75,10212.93,16360.57,20205.03,24964.15,15693.02,15993.07,11674.07
1332.5,1427.36,561.59,13829.28,8704.42,15141.7,19599.77,29565.17,14523.1,14878.3,10992.87
1335.0,1460.44,1376.0,11989.17,7060.05,13617.22,17885.01,22306.35,14263.85,14265.64,10277.97
1337.5,1572.31,1247.14,10120.4,4793.06,11907.11,16910.0,19997.63,14614.77,12977.59,9461.67
1340.0,1221.56,1005.27,8589.26,4892.94,9967.59,14770.97,17965.39,14397.39,11185.76,8393.5
1342.5,1730.75,960.07,7070.49,4300.4,8204.47,13453.34,15640.56,13334.27,9943.26,7716.65
1345.0,1722.95,838.52,5892.05,3646.94,6883.55,12366.1,14004.48,12552.03,8817.04,6599.39
1347.5,1646.5,1126.88,4581.54,2986.6,5654.94,11265.77,11038.7,12062.63,8001.52,5946.71
1350.0,1701.92,782.1,3816.77,3151.81,3964.99,10169.81,9445.15,11415.26,6584.95,5107.84
1352.5,1630.48,978.59,3131.78,2382.45,3092.79,8524.72,7396.03,9477.62,5614.57,4298.32
1355.0,2146.17,1184.91,2738.41,2144.92,2498.14,8072.11,6698.0,8475.2,5612.07,3843.54
1357.5,1527.54,714.53,2083.75,2116.56,2169.91,6521.1,4604.85,7766.81,4645.91,3410.14
1360.0,1467.68,695.09,2112.05,1716.87,2006.34,6193.57,4198.99,5414.53,4120.25,2923.45
1362.5,1341.23,504.46,1812.74,1170.65,1756.65,4913.59,3920.86,4253.35,3524.07,2665.93
1365.0,1264.03,545.31,1379.02,568.47,1562.68,4805.85,3263.65,3486.11,3224.09,2475.89
1367.5,1206.4,294.01,1657.62,1133.13,1530.34,3507.31,1504.26,2778.2,2503.66,2131.71
1370.0,1315.75,1128.75,1738.34,1484.75,1297.78,3537.47,1900.34,1858.64,2297.95,1515.3
1372.5,1561.31,1479.98,1497.36,1088.29,1328.33,3754.73,1193.67,1735.52,2179.17,2124.77
1375.0,1686.22,1353.09,1538.35,1441.85,1337.51,2980.02,981.32,1693.45,1505.31,1726.37
1377.5,1610.36,354.1,1327.7,1217.33,1091.81,3353.07,1323.75,2060.17,1635.59,1579.95
1380.0,1380.23,1121.18,1075.49,1582.96,1140.82,3371.36,1845.99,1199.62,1435.59,1486.86
1382.5,1883.66,1347.7,1086.92,1070.37,1136.14,2830.41,1741.91,1191.66,1285.69,1578.37
1385.0,1857.51,732.08,1473.54,1328.64,1402.98,2606.32,1478.96,1760.91,1106.77,1519.95
1387.5,1625.58,913.22,1424.73,1362.01,1318.97,2700.27,2299.86,973.12,916.56,1476.77
1390.0,1529.91,222.32,1479.78,1722.12,1364.99,2498.97,1654.76,678.76,679.62,1475.04
1392.5,1957.21,964.6,1740.29,737.91,999.41,2730.62,2735.48,1268.69,957.08,1660.22
1395.0,1961.39,528.44,1997.75,1235.28,1044.88,2762.32,3393.2,1580.0,821.8,1896.57
1397.5,1639.65,940.12,1853.16,1797.19,1352.68,2607.68,4557.05,1316.63,587.59,1715.08
1400.0,2268.2,363.27,2209.09,2221.93,843.09,3202.3,5461.22,1156.62,810.38,1786.73
1402.5,2668.97,1049.89,2736.04,2073.82,1423.09,2432.74,6663.12,675.38,722.77,1601.11
1405.0,2728.45,1206.17,2579.02,2273.31,971.68,3071.7,8005.05,1249.03,675.79,1771.35
1407.5,3559.91,614.07,3143.2,3099.29,1356.64,2292.34,9595.22,1832.42,362.16,1984.92
1410.0,3706.81,497.31,3209.98,3742.5,1098.27,2621.47,11446.6,1082.05,857.95,2076.45
1412.5,5275.18,163.06,3656.61,4074.03,1377.03,2949.82,13084.92,1743.33,511.84,2508.84
1415.0,6104.32,779.71,4033.07,5143.02,1688.47,2915.43,14780.02,2137.54,738.29,3267.88
